-0 -0 0 130 140 128
-0 -0 0 131 141 129
-0 -0 0 128 138 126
-0 -0 0 130 140 128
-0 -0 0 128 138 126
-0 -0 0 128 138 126
-0 -0 0 131 135 128
-0 -0 0 131 135 128
-0 -0 0 131 135 128
-0 -0 0 130 134 127
-0 -0 0 129 136 128
-0 -0 0 132 139 131
-0 -0 0 132 141 132
-0 -0 0 131 140 131
-0 -0 0 131 141 129
-0 -0 0 130 140 128
-0 -0 0 131 139 126
-0 -0 0 131 139 126
-0 -0 0 131 139 126
-0 -0 0 131 139 126
-0 -0 0 131 139 126
-0 -0 0 132 140 127
-0 -0 0 130 140 126
-0 -0 0 128 138 124
-0 -0 0 127 137 125
-0 -0 0 131 141 129
-0 -0 0 133 138 128
-0 -0 0 133 138 128
-0 -0 0 135 137 126
-0 -0 0 135 137 126
-0 -0 0 138 139 126
-0 -0 0 137 138 125
-0 -0 0 139 138 123
-0 -0 0 139 138 123
-0 -0 0 137 139 123
-0 -0 0 134 136 120
-0 -0 0 130 135 121
-0 -0 0 131 136 122
-0 -0 0 129 137 126
-0 -0 0 131 139 128
-0 -0 0 132 139 131
-0 -0 0 131 138 130
-0 -0 0 133 138 126
-0 -0 0 133 138 126
-0 -0 0 136 138 127
-0 -0 0 133 135 124
-0 -0 0 135 137 126
-0 -0 0 136 138 127
-0 -0 0 134 139 129
-0 -0 0 131 136 126
-0 -0 0 133 137 132
-0 -0 0 134 138 133
-0 -0 0 135 139 134
-0 -0 0 134 138 133
-0 -0 0 136 137 131
-0 -0 0 135 136 130
-0 -0 0 136 137 131
-0 -0 0 136 137 131
-0 -0 0 139 139 133
-0 -0 0 138 138 132
-0 -0 0 140 137 132
-0 -0 0 140 137 132
-0 -0 0 137 137 133
-0 -0 0 137 137 133
-0 -0 0 137 136 136
-0 -0 0 136 135 135
-0 -0 0 135 136 132
-0 -0 0 135 136 132
-0 -0 0 136 136 132
-0 -0 0 136 136 132
-0 -0 0 137 138 129
-0 -0 0 137 138 129
-0 -0 0 139 137 129
-0 -0 0 138 136 128
-0 -0 0 139 136 131
-0 -0 0 136 133 128
-0 -0 0 136 137 131
-0 -0 0 135 136 130
-0 -0 0 129 135 133
-0 -0 0 129 135 133
-0 -0 0 129 135 135
-0 -0 0 132 138 138
-0 -0 0 132 138 138
-0 -0 0 132 138 138
-0 -0 0 132 138 138
-0 -0 0 131 137 137
-0 -0 0 133 136 135
-0 -0 0 131 134 133
-0 -0 0 131 135 130
-0 -0 0 131 135 130
-0 -0 0 133 134 128
-0 -0 0 133 134 128
-0 -0 0 135 136 130
-0 -0 0 136 137 131
-0 -0 0 134 138 133
-0 -0 0 135 139 134
-0 -0 0 135 138 137
-0 -0 0 134 137 136
-0 -0 0 133 136 137
-0 -0 0 134 137 138
-0 -0 0 133 136 137
-0 -0 0 134 137 138
-0 -0 0 134 137 136
-0 -0 0 134 137 136
-0 -0 0 134 138 133
-0 -0 0 135 139 134
-0 -0 0 137 139 130
-0 -0 0 136 138 129
-0 -0 0 135 136 130
-0 -0 0 136 137 131
-0 -0 0 137 138 134
-0 -0 0 137 138 134
-0 -0 0 137 137 137
-0 -0 0 138 138 138
-0 -0 0 135 138 137
-0 -0 0 134 137 136
-0 -0 0 134 137 136
-0 -0 0 133 136 135
-0 -0 0 133 136 135
-0 -0 0 134 137 136
-0 -0 0 136 140 135
-0 -0 0 134 138 133
-0 -0 0 137 138 134
-0 -0 0 137 138 134
-0 -0 0 138 139 135
-0 -0 0 137 138 134
-0 -0 0 139 139 135
-0 -0 0 139 139 135
-0 -0 0 139 139 135
-0 -0 0 139 139 135
-0 -0 0 141 138 135
-0 -0 0 141 138 135
-0 -0 0 140 139 139
-0 -0 0 137 136 136
-0 -0 0 138 137 137
-0 -0 0 138 137 137
-0 -0 0 140 136 137
-0 -0 0 139 135 136
-0 -0 0 137 136 136
-0 -0 0 138 137 137
-0 -0 0 138 137 137
-0 -0 0 138 137 137
